,rental_id,rental_date,customer_id,customer_name,city,country,film_id,film_title,category,length,store_id,staff_id,staff_name,payment_amount,payment_date,rental_duration,gap
4767,14342,2005-08-21 08:39:26,559,Everett Banda,Bilbays,Egypt,603,Movie Shakespeare,Family,53,2,2,Jon Stephens,4.99,2007-03-21 07:07:52.996577,2.0,0.0
4768,14622,2005-08-21 18:25:59,559,Everett Banda,Bilbays,Egypt,593,Monterey Labyrinth,Horror,158,2,2,Jon Stephens,4.99,2007-03-21 16:54:25.996577,9.0,0.0
4769,15440,2005-08-23 00:37:21,559,Everett Banda,Bilbays,Egypt,487,Jingle Sagebrush,Classics,124,2,1,Mike Hillyer,4.99,2007-03-22 23:05:47.996577,1.0,1.0
4770,15877,2005-08-23 16:33:33,559,Everett Banda,Bilbays,Egypt,501,Kissing Dolls,Action,141,2,2,Jon Stephens,4.99,2007-03-23 15:01:59.996577,2.0,0.0
817,1271,2005-06-15 07:32:24,560,Jordan Archuleta,Avellaneda,Argentina,84,Boiled Dares,Travel,102,1,1,Mike Hillyer,4.99,2007-02-15 06:00:50.996577,5.0,
818,1572,2005-06-16 03:23:22,560,Jordan Archuleta,Avellaneda,Argentina,910,Treatment Jekyll,Drama,87,1,2,Jon Stephens,1.99,2007-02-16 01:51:48.996577,4.0,0.0
10927,3941,2005-07-06 21:20:37,560,Jordan Archuleta,Avellaneda,Argentina,84,Boiled Dares,Travel,102,1,2,Jon Stephens,4.99,2007-04-06 19:49:03.996577,2.0,20.0
10928,4298,2005-07-07 16:27:25,560,Jordan Archuleta,Avellaneda,Argentina,235,Divide Monster,Sci-Fi,68,1,1,Mike Hillyer,2.99,2007-04-07 14:55:51.996577,5.0,0.0
10929,4375,2005-07-07 20:20:29,560,Jordan Archuleta,Avellaneda,Argentina,666,Paycheck Wait,Drama,145,1,2,Jon Stephens,9.99,2007-04-07 18:48:55.996577,8.0,0.0
10930,4453,2005-07-07 23:32:39,560,Jordan Archuleta,Avellaneda,Argentina,18,Alter Victory,Animation,57,1,2,Jon Stephens,0.99,2007-04-07 22:01:05.996577,4.0,0.0
10931,5208,2005-07-09 11:16:56,560,Jordan Archuleta,Avellaneda,Argentina,410,Heaven Freedom,Comedy,48,1,2,Jon Stephens,2.99,2007-04-09 09:45:22.996577,0.0,1.0
10932,6410,2005-07-11 23:08:06,560,Jordan Archuleta,Avellaneda,Argentina,250,Dragon Squad,Action,170,1,2,Jon Stephens,4.99,2007-04-11 21:36:32.996577,7.0,2.0
10933,6945,2005-07-26 23:35:29,560,Jordan Archuleta,Avellaneda,Argentina,356,Giant Troopers,Children,102,1,1,Mike Hillyer,2.99,2007-04-26 22:03:55.996577,1.0,15.0
10934,7202,2005-07-27 09:00:20,560,Jordan Archuleta,Avellaneda,Argentina,22,Amistad Midsummer,New,85,1,1,Mike Hillyer,4.99,2007-04-27 07:28:46.996577,7.0,0.0
10935,7891,2005-07-28 10:43:56,560,Jordan Archuleta,Avellaneda,Argentina,794,Side Ark,Action,52,1,2,Jon Stephens,3.99,2007-04-28 09:12:22.996577,8.0,1.0
10936,8753,2005-07-29 19:15:50,560,Jordan Archuleta,Avellaneda,Argentina,296,Express Lonely,Sci-Fi,178,1,2,Jon Stephens,2.99,2007-04-29 17:44:16.996577,1.0,1.0
10937,8861,2005-07-29 23:47:29,560,Jordan Archuleta,Avellaneda,Argentina,166,Color Philadelphia,Classics,149,1,1,Mike Hillyer,5.99,2007-04-29 22:15:55.996577,8.0,0.0
10938,8906,2005-07-30 01:21:39,560,Jordan Archuleta,Avellaneda,Argentina,586,Mockingbird Hollywood,Action,60,1,2,Jon Stephens,4.99,2007-04-29 23:50:05.996577,8.0,0.0
10939,9265,2005-07-30 14:55:25,560,Jordan Archuleta,Avellaneda,Argentina,810,Slums Duck,Family,147,1,1,Mike Hillyer,0.99,2007-04-30 13:23:51.996577,2.0,0.0
10940,9895,2005-07-31 14:07:56,560,Jordan Archuleta,Avellaneda,Argentina,183,Conversation Downhill,Family,112,1,1,Mike Hillyer,5.99,2007-04-30 12:36:22.996577,5.0,0.0
4771,10480,2005-08-01 10:13:41,560,Jordan Archuleta,Avellaneda,Argentina,120,Caribbean Liberty,Sports,92,1,1,Mike Hillyer,4.99,2007-03-01 08:42:07.996577,2.0,0.0
4772,10702,2005-08-01 18:34:59,560,Jordan Archuleta,Avellaneda,Argentina,615,Nash Chocolat,Animation,180,1,2,Jon Stephens,4.99,2007-03-01 17:03:25.996577,8.0,0.0
4773,10733,2005-08-01 19:28:01,560,Jordan Archuleta,Avellaneda,Argentina,867,Super Wyoming,Family,58,1,1,Mike Hillyer,7.99,2007-03-01 17:56:27.996577,7.0,0.0
4774,11334,2005-08-02 16:53:20,560,Jordan Archuleta,Avellaneda,Argentina,329,Forrest Sons,Action,63,1,1,Mike Hillyer,7.99,2007-03-02 15:21:46.996577,9.0,0.0
4775,11788,2005-08-17 10:59:18,560,Jordan Archuleta,Avellaneda,Argentina,289,Eve Resurrection,New,66,1,1,Mike Hillyer,4.99,2007-03-17 09:27:44.996577,5.0,14.0
4776,14008,2005-08-20 20:26:00,560,Jordan Archuleta,Avellaneda,Argentina,530,Lord Arizona,Action,108,1,2,Jon Stephens,5.99,2007-03-20 18:54:26.996577,7.0,3.0
4777,14341,2005-08-21 08:38:24,560,Jordan Archuleta,Avellaneda,Argentina,982,Women Dorado,Action,126,1,1,Mike Hillyer,1.99,2007-03-21 07:06:50.996577,5.0,0.0
4778,14363,2005-08-21 09:20:03,560,Jordan Archuleta,Avellaneda,Argentina,565,Matrix Snowman,Foreign,56,1,1,Mike Hillyer,4.99,2007-03-21 07:48:29.996577,2.0,0.0
4779,14436,2005-08-21 11:48:27,560,Jordan Archuleta,Avellaneda,Argentina,761,Santa Paris,Children,154,1,2,Jon Stephens,2.99,2007-03-21 10:16:53.996577,4.0,0.0
4780,14785,2005-08-22 00:24:37,560,Jordan Archuleta,Avellaneda,Argentina,432,Hope Tootsie,Classics,139,1,1,Mike Hillyer,2.99,2007-03-21 22:53:03.996577,3.0,0.0
4781,15352,2005-08-22 21:16:54,560,Jordan Archuleta,Avellaneda,Argentina,4,Affair Prejudice,Horror,117,1,2,Jon Stephens,6.99,2007-03-22 19:45:20.996577,8.0,0.0
819,1193,2005-06-15 01:24:20,561,Ian Still,Garland,United States,983,Won Dares,Music,105,2,2,Jon Stephens,2.99,2007-02-14 23:52:46.996577,6.0,
820,1505,2005-06-15 22:12:50,561,Ian Still,Garland,United States,649,Oz Liaisons,Animation,85,2,2,Jon Stephens,2.99,2007-02-15 20:41:16.996577,1.0,0.0
821,1620,2005-06-16 07:21:30,561,Ian Still,Garland,United States,86,Boogie Amelie,Music,121,2,1,Mike Hillyer,4.99,2007-02-16 05:49:56.996577,1.0,0.0
822,2119,2005-06-17 20:34:42,561,Ian Still,Garland,United States,456,Inch Jet,Animation,167,2,1,Mike Hillyer,4.99,2007-02-17 19:03:08.996577,4.0,1.0
823,2357,2005-06-18 12:59:41,561,Ian Still,Garland,United States,292,Excitement Eve,Action,51,2,1,Mike Hillyer,5.99,2007-02-18 11:28:07.996577,8.0,0.0
824,2548,2005-06-19 02:45:35,561,Ian Still,Garland,United States,935,Vanished Garden,New,142,2,2,Jon Stephens,0.99,2007-02-19 01:14:01.996577,3.0,0.0
825,2950,2005-06-20 06:08:36,561,Ian Still,Garland,United States,314,Fight Jawbreaker,Animation,91,2,2,Jon Stephens,4.99,2007-02-20 04:37:02.996577,7.0,1.0
826,3160,2005-06-20 21:20:51,561,Ian Still,Garland,United States,945,Virginian Pluto,Documentary,164,2,2,Jon Stephens,4.99,2007-02-20 19:49:17.996577,8.0,0.0
827,3427,2005-06-21 18:31:09,561,Ian Still,Garland,United States,122,Carrie Bunch,Horror,114,2,2,Jon Stephens,0.99,2007-02-21 16:59:35.996577,0.0,0.0
10941,6361,2005-07-11 21:09:14,561,Ian Still,Garland,United States,638,Operation Operation,Comedy,156,2,2,Jon Stephens,2.99,2007-04-11 19:37:40.996577,2.0,20.0
10942,6435,2005-07-12 00:16:19,561,Ian Still,Garland,United States,427,Homeward Cider,Documentary,103,2,1,Mike Hillyer,0.99,2007-04-11 22:44:45.996577,5.0,0.0
10943,6621,2005-07-12 08:57:30,561,Ian Still,Garland,United States,482,Jeopardy Encino,Classics,102,2,1,Mike Hillyer,0.99,2007-04-12 07:25:56.996577,2.0,0.0
10944,6843,2005-07-12 19:14:05,561,Ian Still,Garland,United States,163,Clyde Theory,New,139,2,1,Mike Hillyer,4.99,2007-04-12 17:42:31.996577,8.0,0.0
10945,7698,2005-07-28 03:44:14,561,Ian Still,Garland,United States,797,Silence Kane,Music,67,2,2,Jon Stephens,0.99,2007-04-28 02:12:40.996577,7.0,15.0
10947,9839,2005-07-31 12:21:16,561,Ian Still,Garland,United States,349,Gangs Pride,Animation,185,2,2,Jon Stephens,7.99,2007-04-30 10:49:42.996577,9.0,3.0
4782,10317,2005-08-01 04:35:34,561,Ian Still,Garland,United States,22,Amistad Midsummer,New,85,2,2,Jon Stephens,2.99,2007-03-01 03:04:00.996577,4.0,0.0
4783,10907,2005-08-02 01:51:48,561,Ian Still,Garland,United States,313,Fidelity Devil,Horror,118,2,1,Mike Hillyer,4.99,2007-03-02 00:20:14.996577,0.0,0.0
4784,11371,2005-08-02 18:07:36,561,Ian Still,Garland,United States,72,Bill Others,Documentary,93,2,1,Mike Hillyer,2.99,2007-03-02 16:36:02.996577,3.0,0.0
4785,11402,2005-08-02 19:07:21,561,Ian Still,Garland,United States,724,Remember Diary,Family,110,2,1,Mike Hillyer,2.99,2007-03-02 17:35:47.996577,5.0,0.0
4786,12441,2005-08-18 10:47:57,561,Ian Still,Garland,United States,467,Intrigue Worst,Foreign,181,2,2,Jon Stephens,2.99,2007-03-18 09:16:23.996577,7.0,15.0
4787,14139,2005-08-21 02:04:33,561,Ian Still,Garland,United States,493,Kane Exorcist,Foreign,92,2,2,Jon Stephens,0.99,2007-03-21 00:32:59.996577,1.0,2.0
4788,15573,2005-08-23 05:28:36,561,Ian Still,Garland,United States,688,Polish Brooklyn,Children,61,2,2,Jon Stephens,0.99,2007-03-23 03:57:02.996577,4.0,2.0
4789,15946,2005-08-23 18:54:07,561,Ian Still,Garland,United States,993,Wrong Behavior,Children,178,2,1,Mike Hillyer,2.99,2007-03-23 17:22:33.996577,5.0,0.0
828,1998,2005-06-17 11:24:57,562,Wallace Slone,Sokoto,Nigeria,951,Voyage Legally,Classics,78,1,1,Mike Hillyer,3.99,2007-02-17 09:53:23.996577,8.0,
829,2705,2005-06-19 13:54:30,562,Wallace Slone,Sokoto,Nigeria,265,Dying Maker,Comedy,168,1,1,Mike Hillyer,4.99,2007-02-19 12:22:56.996577,0.0,2.0
830,2746,2005-06-19 16:21:40,562,Wallace Slone,Sokoto,Nigeria,206,Dancing Fever,Documentary,144,1,2,Jon Stephens,3.99,2007-02-19 14:50:06.996577,8.0,0.0
831,3242,2005-06-21 02:56:24,562,Wallace Slone,Sokoto,Nigeria,311,Fiction Christmas,Foreign,72,1,2,Jon Stephens,4.99,2007-02-21 01:24:50.996577,8.0,1.0
10948,4732,2005-07-08 13:09:45,562,Wallace Slone,Sokoto,Nigeria,69,Beverly Outlaw,Sci-Fi,85,1,1,Mike Hillyer,5.99,2007-04-08 11:38:11.996577,5.0,17.0
10949,4802,2005-07-08 16:55:17,562,Wallace Slone,Sokoto,Nigeria,4,Affair Prejudice,Horror,117,1,1,Mike Hillyer,4.99,2007-04-08 15:23:43.996577,7.0,0.0
10950,5360,2005-07-09 18:14:03,562,Wallace Slone,Sokoto,Nigeria,149,Christmas Moonshine,Children,150,1,2,Jon Stephens,0.99,2007-04-09 16:42:29.996577,0.0,1.0
10951,6065,2005-07-11 04:25:51,562,Wallace Slone,Sokoto,Nigeria,226,Destiny Saturday,New,56,1,1,Mike Hillyer,6.99,2007-04-11 02:54:17.996577,6.0,1.0
10952,6607,2005-07-12 08:08:50,562,Wallace Slone,Sokoto,Nigeria,74,Birch Antitrust,Music,162,1,1,Mike Hillyer,8.99,2007-04-12 06:37:16.996577,8.0,1.0
10953,7166,2005-07-27 07:36:56,562,Wallace Slone,Sokoto,Nigeria,302,Fantasia Park,Games,131,1,1,Mike Hillyer,3.99,2007-04-27 06:05:22.996577,5.0,14.0
10954,7430,2005-07-27 17:26:14,562,Wallace Slone,Sokoto,Nigeria,914,Trouble Date,Travel,61,1,2,Jon Stephens,2.99,2007-04-27 15:54:40.996577,4.0,0.0
10955,7560,2005-07-27 22:20:17,562,Wallace Slone,Sokoto,Nigeria,782,Shakespeare Saddle,Sports,60,1,2,Jon Stephens,2.99,2007-04-27 20:48:43.996577,6.0,0.0
10956,8132,2005-07-28 19:57:31,562,Wallace Slone,Sokoto,Nigeria,287,Entrapment Satisfaction,Action,176,1,2,Jon Stephens,0.99,2007-04-28 18:25:57.996577,5.0,0.0
4790,10868,2005-08-02 00:25:15,562,Wallace Slone,Sokoto,Nigeria,533,Lost Bird,Foreign,98,1,2,Jon Stephens,6.99,2007-03-01 22:53:41.996577,8.0,4.0
4791,12008,2005-08-17 19:16:18,562,Wallace Slone,Sokoto,Nigeria,190,Creepers Kane,Classics,172,1,2,Jon Stephens,4.99,2007-03-17 17:44:44.996577,0.0,15.0
4792,12248,2005-08-18 03:53:18,562,Wallace Slone,Sokoto,Nigeria,460,Innocent Usual,Foreign,178,1,1,Mike Hillyer,5.99,2007-03-18 02:21:44.996577,4.0,0.0
4793,13225,2005-08-19 15:54:33,562,Wallace Slone,Sokoto,Nigeria,311,Fiction Christmas,Foreign,72,1,1,Mike Hillyer,2.99,2007-03-19 14:22:59.996577,6.0,1.0
4795,13639,2005-08-20 07:22:07,562,Wallace Slone,Sokoto,Nigeria,545,Madness Attacks,Foreign,178,1,2,Jon Stephens,0.99,2007-03-20 05:50:33.996577,3.0,0.0
4796,15212,2005-08-22 16:44:26,562,Wallace Slone,Sokoto,Nigeria,471,Island Exorcist,Classics,84,1,1,Mike Hillyer,2.99,2007-03-22 15:12:52.996577,5.0,2.0
4797,15475,2005-08-23 01:44:43,562,Wallace Slone,Sokoto,Nigeria,983,Won Dares,Music,105,1,2,Jon Stephens,2.99,2007-03-23 00:13:09.996577,0.0,0.0
4798,15900,2005-08-23 17:16:30,562,Wallace Slone,Sokoto,Nigeria,247,Downhill Enough,Comedy,47,1,1,Mike Hillyer,1.99,2007-03-23 15:44:56.996577,4.0,0.0
832,1545,2005-06-16 01:31:23,563,Ken Prewitt,Bucuresti,Romania,166,Color Philadelphia,Classics,149,2,1,Mike Hillyer,4.99,2007-02-15 23:59:49.996577,8.0,
833,2573,2005-06-19 04:23:18,563,Ken Prewitt,Bucuresti,Romania,737,Rock Instinct,Horror,102,2,1,Mike Hillyer,0.99,2007-02-19 02:51:44.996577,4.0,3.0
10957,4106,2005-07-07 06:33:35,563,Ken Prewitt,Bucuresti,Romania,890,Tights Dawn,Sports,172,2,1,Mike Hillyer,1.99,2007-04-07 05:02:01.996577,5.0,18.0
10958,4436,2005-07-07 22:52:04,563,Ken Prewitt,Bucuresti,Romania,942,Vietnam Smoochy,Drama,174,2,1,Mike Hillyer,0.99,2007-04-07 21:20:30.996577,2.0,0.0
10959,4565,2005-07-08 05:12:28,563,Ken Prewitt,Bucuresti,Romania,821,Sorority Queen,Foreign,184,2,2,Jon Stephens,3.99,2007-04-08 03:40:54.996577,8.0,0.0
10960,4629,2005-07-08 08:31:26,563,Ken Prewitt,Bucuresti,Romania,51,Balloon Homeward,Music,75,2,1,Mike Hillyer,6.99,2007-04-08 06:59:52.996577,9.0,0.0
10961,4711,2005-07-08 12:06:58,563,Ken Prewitt,Bucuresti,Romania,505,Labyrinth League,Children,46,2,1,Mike Hillyer,2.99,2007-04-08 10:35:24.996577,3.0,0.0
10962,4776,2005-07-08 15:44:20,563,Ken Prewitt,Bucuresti,Romania,571,Metal Armageddon,Documentary,161,2,2,Jon Stephens,5.99,2007-04-08 14:12:46.996577,8.0,0.0
10963,4808,2005-07-08 17:02:49,563,Ken Prewitt,Bucuresti,Romania,558,Mannequin Worst,New,71,2,2,Jon Stephens,3.99,2007-04-08 15:31:15.996577,4.0,0.0
10964,4825,2005-07-08 17:43:01,563,Ken Prewitt,Bucuresti,Romania,527,Lola Agent,Horror,85,2,1,Mike Hillyer,4.99,2007-04-08 16:11:27.996577,3.0,0.0
10965,4883,2005-07-08 19:46:58,563,Ken Prewitt,Bucuresti,Romania,301,Family Sweet,Horror,155,2,1,Mike Hillyer,0.99,2007-04-08 18:15:24.996577,1.0,0.0
10966,5406,2005-07-09 20:13:23,563,Ken Prewitt,Bucuresti,Romania,292,Excitement Eve,Action,51,2,2,Jon Stephens,0.99,2007-04-09 18:41:49.996577,2.0,1.0
10967,6326,2005-07-11 19:06:55,563,Ken Prewitt,Bucuresti,Romania,462,Insider Arizona,Music,78,2,1,Mike Hillyer,2.99,2007-04-11 17:35:21.996577,1.0,1.0
10968,7612,2005-07-28 00:11:55,563,Ken Prewitt,Bucuresti,Romania,309,Feud Frogmen,Family,98,2,1,Mike Hillyer,0.99,2007-04-27 22:40:21.996577,2.0,16.0
10969,8262,2005-07-29 01:11:18,563,Ken Prewitt,Bucuresti,Romania,295,Expendable Stallion,Documentary,97,2,2,Jon Stephens,1.99,2007-04-28 23:39:44.996577,4.0,1.0
10970,8610,2005-07-29 13:25:02,563,Ken Prewitt,Bucuresti,Romania,918,Twisted Pirates,Children,152,2,2,Jon Stephens,5.99,2007-04-29 11:53:28.996577,4.0,0.0
10971,8632,2005-07-29 14:11:25,563,Ken Prewitt,Bucuresti,Romania,363,Go Purple,Music,54,2,1,Mike Hillyer,6.99,2007-04-29 12:39:51.996577,9.0,0.0
10972,8812,2005-07-29 21:47:40,563,Ken Prewitt,Bucuresti,Romania,260,Dude Blindness,Sports,132,2,2,Jon Stephens,7.99,2007-04-29 20:16:06.996577,5.0,0.0
4799,11829,2005-08-17 12:52:04,563,Ken Prewitt,Bucuresti,Romania,477,Jawbreaker Brooklyn,Music,118,2,2,Jon Stephens,0.99,2007-03-17 11:20:30.996577,1.0,18.0
4800,12039,2005-08-17 20:29:08,563,Ken Prewitt,Bucuresti,Romania,963,Watch Tracy,Animation,78,2,2,Jon Stephens,1.99,2007-03-17 18:57:34.996577,6.0,0.0
4801,12202,2005-08-18 02:14:08,563,Ken Prewitt,Bucuresti,Romania,147,Chocolat Harry,Family,101,2,1,Mike Hillyer,1.99,2007-03-18 00:42:34.996577,6.0,0.0
4802,12832,2005-08-19 01:41:44,563,Ken Prewitt,Bucuresti,Romania,619,Neighbors Charade,Sports,161,2,2,Jon Stephens,2.99,2007-03-19 00:10:10.996577,5.0,0.0
4803,13863,2005-08-20 14:57:50,563,Ken Prewitt,Bucuresti,Romania,527,Lola Agent,Horror,85,2,2,Jon Stephens,9.99,2007-03-20 13:26:16.996577,9.0,1.0
4804,14592,2005-08-21 17:30:17,563,Ken Prewitt,Bucuresti,Romania,588,Model Fish,Children,175,2,2,Jon Stephens,4.99,2007-03-21 15:58:43.996577,1.0,1.0
4805,15507,2005-08-23 02:48:26,563,Ken Prewitt,Bucuresti,Romania,688,Polish Brooklyn,Children,61,2,1,Mike Hillyer,0.99,2007-03-23 01:16:52.996577,3.0,1.0
4806,15638,2005-08-23 07:54:54,563,Ken Prewitt,Bucuresti,Romania,737,Rock Instinct,Horror,102,2,2,Jon Stephens,3.99,2007-03-23 06:23:20.996577,7.0,0.0
4807,15850,2005-08-23 15:45:42,563,Ken Prewitt,Bucuresti,Romania,127,Cat Coneheads,Comedy,112,2,1,Mike Hillyer,4.99,2007-03-23 14:14:08.996577,4.0,0.0
834,1705,2005-06-16 13:59:42,564,Bob Pfeiffer,Xintai,China,24,Analyze Hoosiers,Horror,181,2,2,Jon Stephens,2.99,2007-02-16 12:28:08.996577,2.0,
10973,4196,2005-07-07 11:06:33,564,Bob Pfeiffer,Xintai,China,747,Roxanne Rebel,Games,171,2,1,Mike Hillyer,2.99,2007-04-07 09:34:59.996577,7.0,20.0
10974,4385,2005-07-07 20:48:38,564,Bob Pfeiffer,Xintai,China,186,Craft Outfield,Drama,64,2,2,Jon Stephens,0.99,2007-04-07 19:17:04.996577,3.0,0.0
10975,6973,2005-07-27 00:32:04,564,Bob Pfeiffer,Xintai,China,999,Zoolander Fiction,Children,101,2,2,Jon Stephens,2.99,2007-04-26 23:00:30.996577,2.0,19.0
10977,8426,2005-07-29 07:07:48,564,Bob Pfeiffer,Xintai,China,400,Hardly Robbers,Documentary,72,2,2,Jon Stephens,4.99,2007-04-29 05:36:14.996577,9.0,2.0
10978,8874,2005-07-30 00:14:45,564,Bob Pfeiffer,Xintai,China,101,Brotherhood Blanket,Documentary,73,2,2,Jon Stephens,0.99,2007-04-29 22:43:11.996577,3.0,0.0
10979,9063,2005-07-30 07:24:34,564,Bob Pfeiffer,Xintai,China,625,None Spiking,Sci-Fi,83,2,2,Jon Stephens,3.99,2007-04-30 05:53:00.996577,5.0,0.0
10980,9929,2005-07-31 15:17:24,564,Bob Pfeiffer,Xintai,China,554,Malkovich Pet,Classics,159,2,1,Mike Hillyer,2.99,2007-04-30 13:45:50.996577,3.0,1.0
10981,10129,2005-07-31 21:41:35,564,Bob Pfeiffer,Xintai,China,624,Nightmare Chill,Games,149,2,1,Mike Hillyer,6.99,2007-04-30 20:10:01.996577,4.0,0.0
4808,10352,2005-08-01 05:44:36,564,Bob Pfeiffer,Xintai,China,285,English Bulworth,Sci-Fi,51,2,2,Jon Stephens,1.99,2007-03-01 04:13:02.996577,4.0,0.0
4809,10401,2005-08-01 07:27:09,564,Bob Pfeiffer,Xintai,China,342,Fugitive Maguire,Travel,83,2,1,Mike Hillyer,4.99,2007-03-01 05:55:35.996577,0.0,0.0
4810,10528,2005-08-01 11:56:22,564,Bob Pfeiffer,Xintai,China,962,Wasteland Divine,Classics,85,2,1,Mike Hillyer,2.99,2007-03-01 10:24:48.996577,5.0,0.0
4811,11768,2005-08-17 10:02:29,564,Bob Pfeiffer,Xintai,China,288,Escape Metropolis,Travel,167,2,1,Mike Hillyer,2.99,2007-03-17 08:30:55.996577,6.0,15.0
4812,12197,2005-08-18 02:08:58,564,Bob Pfeiffer,Xintai,China,806,Sleepy Japanese,New,137,2,2,Jon Stephens,6.99,2007-03-18 00:37:24.996577,8.0,0.0
4813,12617,2005-08-18 17:22:48,564,Bob Pfeiffer,Xintai,China,782,Shakespeare Saddle,Sports,60,2,2,Jon Stephens,2.99,2007-03-18 15:51:14.996577,6.0,0.0
4814,13324,2005-08-19 19:51:00,564,Bob Pfeiffer,Xintai,China,948,Voice Peach,New,139,2,1,Mike Hillyer,0.99,2007-03-19 18:19:26.996577,1.0,1.0
4815,13558,2005-08-20 04:13:17,564,Bob Pfeiffer,Xintai,China,341,Frost Head,Classics,82,2,1,Mike Hillyer,0.99,2007-03-20 02:41:43.996577,4.0,0.0
4816,13701,2005-08-20 09:27:05,564,Bob Pfeiffer,Xintai,China,358,Gilmore Boiled,Classics,163,2,1,Mike Hillyer,0.99,2007-03-20 07:55:31.996577,1.0,0.0
4817,14439,2005-08-21 11:52:41,564,Bob Pfeiffer,Xintai,China,852,Strangelove Desire,Children,103,2,1,Mike Hillyer,5.99,2007-03-21 10:21:07.996577,8.0,1.0
4818,14593,2005-08-21 17:33:18,564,Bob Pfeiffer,Xintai,China,306,Feathers Metal,Games,104,2,1,Mike Hillyer,0.99,2007-03-21 16:01:44.996577,3.0,0.0
4819,15059,2005-08-22 10:22:00,564,Bob Pfeiffer,Xintai,China,889,Ties Hunger,Children,111,2,2,Jon Stephens,8.99,2007-03-22 08:50:26.996577,6.0,0.0
835,1460,2005-06-15 20:27:02,565,Jaime Nettles,Hunuco,Peru,307,Fellowship Autumn,Travel,77,2,1,Mike Hillyer,4.99,2007-02-15 18:55:28.996577,0.0,
836,2321,2005-06-18 09:42:42,565,Jaime Nettles,Hunuco,Peru,256,Drop Waterfront,Sports,178,2,1,Mike Hillyer,5.99,2007-02-18 08:11:08.996577,7.0,2.0
837,3300,2005-06-21 07:25:01,565,Jaime Nettles,Hunuco,Peru,551,Maiden Home,New,138,2,1,Mike Hillyer,5.99,2007-02-21 05:53:27.996577,3.0,2.0
10982,3470,2005-07-05 22:49:24,565,Jaime Nettles,Hunuco,Peru,194,Crow Grease,Action,104,2,1,Mike Hillyer,0.99,2007-04-05 21:17:50.996577,1.0,14.0
10983,3838,2005-07-06 16:29:43,565,Jaime Nettles,Hunuco,Peru,746,Rouge Squad,Games,118,2,1,Mike Hillyer,2.99,2007-04-06 14:58:09.996577,5.0,0.0
10984,4413,2005-07-07 22:00:04,565,Jaime Nettles,Hunuco,Peru,236,Divine Resurrection,Games,100,2,2,Jon Stephens,2.99,2007-04-07 20:28:30.996577,2.0,1.0
10985,5020,2005-07-09 02:07:56,565,Jaime Nettles,Hunuco,Peru,894,Tomatoes Hellfighters,Travel,68,2,1,Mike Hillyer,0.99,2007-04-09 00:36:22.996577,0.0,1.0
10986,5124,2005-07-09 07:25:19,565,Jaime Nettles,Hunuco,Peru,405,Haunted Antitrust,Travel,76,2,1,Mike Hillyer,4.99,2007-04-09 05:53:45.996577,5.0,0.0
10987,6264,2005-07-11 15:42:35,565,Jaime Nettles,Hunuco,Peru,923,Unfaithful Kill,Drama,78,2,2,Jon Stephens,2.99,2007-04-11 14:11:01.996577,0.0,2.0
10988,6627,2005-07-12 09:16:46,565,Jaime Nettles,Hunuco,Peru,136,Chaplin License,New,146,2,1,Mike Hillyer,2.99,2007-04-12 07:45:12.996577,5.0,0.0
10989,6699,2005-07-12 12:45:21,565,Jaime Nettles,Hunuco,Peru,748,Rugrats Shakespeare,Action,109,2,1,Mike Hillyer,0.99,2007-04-12 11:13:47.996577,3.0,0.0
10990,7242,2005-07-27 10:25:51,565,Jaime Nettles,Hunuco,Peru,429,Honey Ties,Sports,84,2,2,Jon Stephens,5.99,2007-04-27 08:54:17.996577,8.0,14.0
10991,9628,2005-07-31 04:51:11,565,Jaime Nettles,Hunuco,Peru,304,Fargo Gandhi,Children,130,2,2,Jon Stephens,2.99,2007-04-30 03:19:37.996577,0.0,3.0
10992,10025,2005-07-31 18:29:09,565,Jaime Nettles,Hunuco,Peru,104,Bugsy Song,Foreign,119,2,2,Jon Stephens,5.99,2007-04-30 16:57:35.996577,6.0,0.0
4821,10913,2005-08-02 02:04:03,565,Jaime Nettles,Hunuco,Peru,744,Roots Remember,Classics,89,2,1,Mike Hillyer,3.99,2007-03-02 00:32:29.996577,7.0,1.0
4822,11189,2005-08-02 11:17:23,565,Jaime Nettles,Hunuco,Peru,159,Closer Bang,Comedy,58,2,2,Jon Stephens,6.99,2007-03-02 09:45:49.996577,7.0,0.0
4823,11399,2005-08-02 18:56:28,565,Jaime Nettles,Hunuco,Peru,454,Impact Aladdin,Music,180,2,1,Mike Hillyer,3.99,2007-03-02 17:24:54.996577,9.0,0.0
4824,11506,2005-08-16 23:25:48,565,Jaime Nettles,Hunuco,Peru,334,Freddy Storm,Horror,65,2,1,Mike Hillyer,4.99,2007-03-16 21:54:14.996577,5.0,14.0
4825,11588,2005-08-17 02:26:23,565,Jaime Nettles,Hunuco,Peru,544,Madison Trap,Documentary,147,2,1,Mike Hillyer,3.99,2007-03-17 00:54:49.996577,5.0,0.0
4826,11795,2005-08-17 11:13:38,565,Jaime Nettles,Hunuco,Peru,480,Jeepers Wedding,Classics,84,2,2,Jon Stephens,2.99,2007-03-17 09:42:04.996577,2.0,0.0
4827,12743,2005-08-18 22:22:31,565,Jaime Nettles,Hunuco,Peru,577,Mile Mulan,Sports,64,2,1,Mike Hillyer,5.99,2007-03-18 20:50:57.996577,8.0,1.0
